Order Date,Region,State,Category,Sub-Category,Product Name,Sales,Profit,Quantity,Discount,Customer Segment,Ship Mode
01/18/2022,East,New Hampshire,Furniture,Furnishings,Eldon Desk Lamp,1218.2,-69.26,3,0,Consumer,First Class
03/12/2021,Central,Ohio,Office Supplies,Storage,Rubbermaid File Bin,519.7,54.98,12,0.6,Corporate,Second Class
04/07/2024,West,Utah,Furniture,Bookcases,Sauder Heritage Bookcase,2014.3,-216.47,12,0.7,Consumer,Standard Class
07/02/2024,Central,Texas,Furniture,Bookcases,Hon Metal Bookcase,187.72,42.2,8,0.8,Consumer,Second Class
12/25/2024,South,Virginia,Technology,Phones,Motorola Phone Stand,6446.98,1484.82,10,0.15,Corporate,Second Class
05/24/2023,Central,Minnesota,Furniture,Chairs,Novimex Swivel Chair,259.3,-27.04,5,0.7,Home Office,Same Day
03/18/2021,South,Alabama,Office Supplies,Art,Newell Highlighters,1428.87,-210.56,6,0,Home Office,Second Class
05/23/2023,South,North Carolina,Office Supplies,Paper,Xerox Copy Paper,602.05,36.12,8,0.4,Home Office,Same Day
10/08/2023,South,Louisiana,Technology,Phones,Apple iPhone Case,419.33,-70.93,1,0.5,Consumer,Second Class
07/18/2021,Central,Illinois,Technology,Machines,HP LaserJet Printer,2535.52,-550.57,6,0.4,Consumer,Second Class
02/03/2021,South,Alabama,Furniture,Furnishings,Tenex Chair Mat,896.54,269.17,2,0.4,Home Office,First Class
10/28/2024,East,New Jersey,Office Supplies,Fasteners,Staples Standard Staples,1498.61,5.94,9,0.3,Consumer,Standard Class
07/03/2024,East,Rhode Island,Office Supplies,Storage,Iris Stackable Bin,28.57,4.14,1,0.8,Home Office,Same Day
12/19/2023,South,Louisiana,Furniture,Furnishings,Eldon Desk Lamp,5048.99,-635.82,7,0.1,Home Office,First Class
05/27/2023,East,Vermont,Office Supplies,Fasteners,Acco Binder Clips,17.28,-4.11,1,0.8,Home Office,Standard Class
03/30/2021,East,Maine,Furniture,Bookcases,Hon Metal Bookcase,1191.27,-40.0,7,0.7,Home Office,Standard Class
06/09/2021,Central,Minnesota,Office Supplies,Labels,Avery Shipping Labels,750.82,161.35,10,0.6,Consumer,First Class
02/01/2023,West,Utah,Furniture,Furnishings,Eldon Desk Lamp,35.69,4.69,1,0.8,Home Office,Standard Class
09/28/2022,South,Alabama,Furniture,Bookcases,Sauder Heritage Bookcase,1026.18,47.19,10,0.5,Corporate,Standard Class
07/26/2022,West,Oregon,Furniture,Furnishings,Fellowes Monitor Stand,204.69,-36.57,10,0.8,Corporate,Same Day
07/26/2022,South,Tennessee,Office Supplies,Storage,Fellowes Storage Box,206.57,56.29,4,0.4,Home Office,Standard Class
06/25/2024,Central,Iowa,Office Supplies,Binders,GBC Binding Cover,1077.69,-109.2,6,0,Home Office,Same Day
05/20/2023,East,Massachusetts,Technology,Phones,Samsung Galaxy Charger,4621.29,70.53,8,0.15,Corporate,Same Day
10/09/2022,South,Tennessee,Furniture,Tables,Bretford Conference Table,2046.89,693.05,4,0.15,Corporate,First Class
12/16/2021,West,Oregon,Office Supplies,Storage,Fellowes Storage Box,82.4,17.1,1,0.4,Home Office,Standard Class
08/25/2021,West,Idaho,Technology,Phones,Apple iPhone Case,694.62,160.68,1,0.1,Consumer,Second Class
05/08/2024,West,Arizona,Furniture,Furnishings,Eldon Desk Lamp,183.2,5.21,11,0.6,Corporate,First Class
10/19/2023,East,Vermont,Office Supplies,Art,Newell Highlighters,472.92,135.95,7,0.15,Consumer,First Class
06/09/2023,West,Arizona,Technology,Copiers,Canon Copier,1940.52,-288.48,11,0,Corporate,Same Day
07/05/2022,West,Utah,Furniture,Bookcases,Bush Wood Bookcase,2794.8,888.48,13,0.7,Consumer,Same Day
12/30/2022,East,New Jersey,Technology,Accessories,Belkin Surge Protector,6855.63,1999.81,12,0.2,Home Office,First Class
07/03/2024,South,Kentucky,Technology,Copiers,Sharp Digital Copier,9218.51,1393.89,10,0.1,Corporate,First Class
12/27/2021,Central,Michigan,Technology,Phones,Apple iPhone Case,748.04,10.87,4,0.5,Consumer,First Class
04/20/2022,Central,Wisconsin,Furniture,Chairs,Novimex Swivel Chair,1235.72,151.11,7,0.7,Consumer,First Class
06/26/2023,South,Tennessee,Furniture,Furnishings,Advantus Wall Clock,706.39,126.58,7,0.1,Home Office,First Class
04/30/2024,West,California,Furniture,Chairs,Bush Mid-Back Chair,403.86,126.04,3,0.7,Corporate,Second Class
05/23/2021,West,Arizona,Office Supplies,Art,Crayola Colored Pencils,385.03,91.85,13,0,Corporate,Same Day
07/01/2021,East,Rhode Island,Technology,Copiers,Canon Copier,795.3,5.03,1,0.3,Corporate,Same Day
01/09/2023,West,Arizona,Furniture,Tables,Lesro Reception Table,6163.25,-732.69,9,0,Corporate,First Class
02/06/2021,East,Connecticut,Technology,Accessories,SanDisk USB Drive,11459.76,920.46,12,0.1,Consumer,Second Class
06/12/2022,Central,Missouri,Office Supplies,Storage,Fellowes Storage Box,267.4,93.02,5,0.6,Consumer,Same Day
12/07/2022,Central,Michigan,Furniture,Chairs,Global Deluxe Task Chair,391.05,-93.85,11,0.1,Home Office,Standard Class
02/16/2021,East,Connecticut,Technology,Copiers,Ricoh Office Copier,164.28,28.99,2,0.2,Home Office,Second Class
05/26/2024,West,Arizona,Office Supplies,Art,Sharpie Marker Set,1363.67,187.31,9,0,Corporate,First Class
10/14/2023,Central,Illinois,Technology,Machines,HP LaserJet Printer,703.89,98.8,9,0.5,Home Office,First Class
04/01/2022,West,Colorado,Furniture,Furnishings,Advantus Wall Clock,542.92,-70.58,9,0,Corporate,Standard Class
07/04/2023,East,New Hampshire,Technology,Copiers,Ricoh Office Copier,4713.38,-1080.59,14,0.2,Corporate,Second Class
08/28/2024,Central,Iowa,Technology,Copiers,Canon Copier,2896.87,-360.99,4,0.3,Corporate,Standard Class
06/23/2021,Central,Ohio,Office Supplies,Supplies,Swingline Stapler,1248.49,238.15,6,0,Consumer,First Class
11/08/2023,South,Alabama,Technology,Phones,Motorola Phone Stand,553.36,93.89,13,0.8,Home Office,Second Class
06/28/2023,South,Virginia,Technology,Accessories,Logitech Wireless Mouse,7592.43,1205.02,9,0,Home Office,Same Day
06/18/2022,South,South Carolina,Furniture,Furnishings,Eldon Desk Lamp,450.26,20.51,14,0.3,Corporate,Standard Class
04/19/2024,South,Virginia,Furniture,Bookcases,Sauder Heritage Bookcase,918.82,51.87,3,0.2,Consumer,First Class
09/06/2023,South,North Carolina,Office Supplies,Paper,Universal Legal Pad,467.4,-116.81,8,0.3,Consumer,First Class
01/31/2022,South,Georgia,Office Supplies,Envelopes,Kraft Envelope Pack,1124.42,-276.71,8,0.15,Consumer,Second Class
01/06/2022,South,Tennessee,Technology,Copiers,Sharp Digital Copier,9884.8,-238.66,10,0.1,Corporate,Same Day
10/12/2024,West,Idaho,Office Supplies,Labels,Avery Shipping Labels,64.75,14.08,14,0.15,Home Office,Second Class
05/01/2022,South,Tennessee,Technology,Accessories,SanDisk USB Drive,796.17,249.57,7,0.7,Consumer,Standard Class
06/17/2022,Central,Iowa,Furniture,Tables,Chromcraft Round Table,1876.48,517.52,8,0.3,Home Office,Second Class
11/16/2024,East,Pennsylvania,Technology,Copiers,Ricoh Office Copier,1245.0,22.12,14,0.6,Corporate,Second Class
12/25/2022,Central,Ohio,Technology,Copiers,Canon Copier,1652.86,-144.04,13,0.8,Home Office,First Class
01/30/2024,West,California,Furniture,Furnishings,Tenex Chair Mat,1315.18,339.78,6,0.15,Corporate,Standard Class
12/02/2024,West,Arizona,Technology,Phones,Motorola Phone Stand,2255.52,386.97,7,0.5,Home Office,Standard Class
09/26/2023,South,Alabama,Furniture,Tables,Bush Somerset Table,1036.56,30.28,3,0.15,Consumer,First Class
01/05/2024,South,Kentucky,Office Supplies,Paper,Universal Legal Pad,356.05,-62.82,2,0.2,Corporate,Second Class
06/25/2021,East,New Hampshire,Furniture,Furnishings,Fellowes Monitor Stand,387.39,18.26,4,0.8,Consumer,First Class
05/21/2023,East,Massachusetts,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,176.19,-26.12,7,0.8,Home Office,Same Day
10/26/2023,South,Louisiana,Office Supplies,Binders,Avery Durable Binder,238.14,21.84,3,0,Home Office,Second Class
06/21/2023,West,Arizona,Office Supplies,Fasteners,Acco Binder Clips,34.51,-0.5,1,0.7,Corporate,Standard Class
06/02/2024,Central,Kansas,Technology,Accessories,Belkin Surge Protector,1352.74,-37.39,3,0.2,Consumer,Second Class
06/24/2024,Central,Ohio,Technology,Phones,Apple iPhone Case,3119.17,-363.0,4,0.15,Corporate,Second Class
09/07/2023,Central,Minnesota,Office Supplies,Binders,Wilson Jones Binder,3375.25,-143.39,14,0,Corporate,Second Class
06/22/2021,West,Washington,Technology,Phones,Motorola Phone Stand,7561.28,2501.04,8,0,Corporate,Standard Class
08/28/2021,South,Louisiana,Office Supplies,Fasteners,Bostitch Push Pins,795.0,-12.15,4,0,Corporate,First Class
08/30/2022,West,Montana,Furniture,Chairs,Novimex Swivel Chair,728.9,-178.68,3,0.2,Consumer,First Class
03/09/2021,West,Nevada,Technology,Machines,Canon imageCLASS Printer,849.28,-59.5,2,0,Corporate,Same Day
03/15/2024,Central,Nebraska,Furniture,Tables,Chromcraft Round Table,3390.5,-374.71,13,0.4,Home Office,Same Day
02/05/2024,East,Maine,Office Supplies,Binders,Wilson Jones Binder,48.78,14.12,4,0,Consumer,First Class
08/23/2023,Central,Minnesota,Office Supplies,Paper,Universal Legal Pad,649.37,150.73,10,0.5,Consumer,Same Day
09/26/2022,South,South Carolina,Office Supplies,Labels,Avery Shipping Labels,1096.68,-254.19,10,0.5,Corporate,Second Class
07/21/2024,West,Utah,Office Supplies,Paper,HP Premium Paper,143.87,31.74,1,0.3,Corporate,Second Class
07/03/2021,Central,Ohio,Technology,Machines,Canon imageCLASS Printer,3416.37,-315.72,10,0,Consumer,First Class
05/03/2021,East,Vermont,Technology,Copiers,Xerox WorkCentre Copier,3573.19,184.32,10,0.6,Consumer,Standard Class
04/27/2024,East,New Jersey,Furniture,Chairs,HON Executive Leather Chair,944.67,192.73,10,0.5,Home Office,Standard Class
09/03/2022,East,Maine,Furniture,Tables,Chromcraft Round Table,499.47,42.6,8,0.3,Consumer,Same Day
01/13/2021,East,Massachusetts,Furniture,Tables,Bretford Conference Table,6947.3,1168.47,14,0.2,Corporate,Standard Class
05/08/2022,East,Massachusetts,Furniture,Tables,Bush Somerset Table,5780.82,266.84,7,0,Consumer,Second Class
03/22/2024,East,Pennsylvania,Furniture,Tables,Chromcraft Round Table,1381.43,198.07,6,0.6,Home Office,Second Class
06/26/2024,East,New Hampshire,Technology,Phones,OtterBox Phone Cover,332.34,89.26,13,0.7,Consumer,Same Day
12/03/2024,Central,Illinois,Office Supplies,Fasteners,Officemate Paper Clips,64.81,16.5,10,0,Corporate,First Class
05/12/2023,West,Utah,Furniture,Bookcases,Sauder Heritage Bookcase,223.73,45.59,14,0.5,Corporate,Second Class
03/07/2022,South,Florida,Technology,Copiers,Sharp Digital Copier,3874.17,994.8,10,0.15,Consumer,First Class
04/09/2024,South,South Carolina,Furniture,Bookcases,Sauder Heritage Bookcase,5966.87,-161.29,7,0,Corporate,Second Class
06/04/2023,East,Maine,Furniture,Chairs,Bush Mid-Back Chair,10029.82,1567.61,12,0,Home Office,Standard Class
04/24/2023,Central,Nebraska,Office Supplies,Storage,Sterilite Storage Tote,552.75,-28.59,5,0.5,Corporate,Standard Class
08/03/2022,South,Mississippi,Technology,Machines,HP LaserJet Printer,859.16,114.42,1,0.2,Corporate,First Class
02/12/2022,East,Pennsylvania,Technology,Machines,Brother Fax Machine,7633.17,-834.55,10,0,Home Office,Standard Class
07/02/2024,South,Alabama,Office Supplies,Supplies,Scissors Set,1033.31,-162.12,14,0.7,Home Office,First Class
11/24/2024,South,Kentucky,Technology,Phones,Motorola Phone Stand,535.52,55.67,4,0.6,Consumer,Second Class
11/19/2023,Central,Kansas,Technology,Accessories,Belkin Surge Protector,8684.02,2095.76,13,0.1,Home Office,Standard Class
08/24/2023,West,Idaho,Furniture,Chairs,Novimex Swivel Chair,619.98,-18.02,4,0,Home Office,Same Day
07/25/2023,Central,Kansas,Office Supplies,Paper,Xerox Copy Paper,289.43,23.37,5,0.5,Consumer,First Class
01/30/2021,East,Maine,Technology,Phones,Motorola Phone Stand,5400.24,443.53,6,0,Consumer,Same Day
07/20/2022,East,New Hampshire,Furniture,Bookcases,Sauder Heritage Bookcase,2072.81,299.11,9,0.2,Home Office,Second Class
04/08/2024,West,Arizona,Technology,Phones,Apple iPhone Case,616.0,-36.35,5,0.7,Consumer,Same Day
07/11/2022,West,Colorado,Office Supplies,Fasteners,Staples Standard Staples,1171.59,173.28,5,0,Home Office,Same Day
09/06/2021,East,Pennsylvania,Furniture,Chairs,HON Executive Leather Chair,3228.93,-598.25,6,0,Corporate,Standard Class
05/29/2022,East,Pennsylvania,Office Supplies,Paper,HP Premium Paper,29.56,-0.19,13,0.8,Corporate,Second Class
04/26/2023,South,Georgia,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,1357.16,-267.6,12,0.6,Home Office,Standard Class
03/26/2022,East,Pennsylvania,Furniture,Chairs,HON Executive Leather Chair,1534.26,35.06,12,0,Corporate,First Class
01/18/2022,Central,Missouri,Technology,Copiers,Xerox WorkCentre Copier,1761.13,403.81,4,0.5,Consumer,Same Day
07/31/2022,Central,Illinois,Office Supplies,Paper,Boise Multi-Use Paper,318.17,16.92,7,0,Home Office,Same Day
02/14/2022,Central,Nebraska,Technology,Phones,Motorola Phone Stand,3226.73,607.38,9,0.7,Home Office,Standard Class
11/28/2021,Central,Nebraska,Office Supplies,Storage,Sterilite Storage Tote,51.39,3.91,9,0.7,Corporate,Second Class
02/23/2021,Central,Iowa,Office Supplies,Binders,Avery Durable Binder,741.81,22.34,12,0.5,Consumer,Standard Class
03/18/2024,Central,Nebraska,Furniture,Tables,Lesro Reception Table,1362.28,374.84,9,0.8,Corporate,First Class
01/24/2023,Central,Illinois,Technology,Accessories,SanDisk USB Drive,631.54,-64.36,3,0.6,Corporate,Second Class
02/04/2024,West,Washington,Office Supplies,Paper,HP Premium Paper,337.97,21.87,5,0,Home Office,Second Class
08/10/2024,East,New Jersey,Furniture,Chairs,Global Deluxe Task Chair,2863.07,615.44,8,0,Home Office,Second Class
10/02/2023,Central,Ohio,Furniture,Tables,Chromcraft Round Table,8001.3,-827.85,9,0,Corporate,First Class
05/05/2021,South,North Carolina,Technology,Accessories,Kensington Keyboard,4255.77,-347.37,4,0,Consumer,Second Class
05/15/2021,East,New York,Furniture,Bookcases,Hon Metal Bookcase,1001.29,-65.63,5,0.3,Consumer,First Class
01/31/2023,West,Idaho,Technology,Copiers,Canon Copier,1966.98,-328.77,6,0.7,Consumer,Same Day
04/19/2021,South,Florida,Technology,Machines,Epson Scanner,7029.18,-72.4,12,0.15,Home Office,Same Day
08/20/2024,South,North Carolina,Office Supplies,Fasteners,Acco Binder Clips,235.46,-28.96,13,0.15,Consumer,Same Day
12/10/2021,South,Virginia,Technology,Copiers,Ricoh Office Copier,6167.95,-838.84,12,0.4,Home Office,Same Day
06/15/2024,East,New York,Office Supplies,Art,Newell Highlighters,1496.75,-331.33,14,0.15,Corporate,Second Class
09/18/2023,West,California,Furniture,Bookcases,Hon Metal Bookcase,9300.97,-1530.63,14,0,Home Office,First Class
02/05/2024,West,Nevada,Technology,Machines,HP LaserJet Printer,513.04,-93.87,2,0.15,Consumer,Same Day
10/20/2024,South,Mississippi,Technology,Copiers,Sharp Digital Copier,2489.17,-563.05,5,0.3,Consumer,Standard Class
10/09/2023,Central,Illinois,Furniture,Bookcases,Bush Wood Bookcase,718.08,71.62,9,0.4,Consumer,Same Day
01/22/2021,East,Maine,Technology,Accessories,Belkin Surge Protector,803.6,-99.53,3,0.3,Consumer,First Class
04/04/2024,Central,Kansas,Technology,Accessories,Belkin Surge Protector,6952.64,1651.02,14,0.1,Corporate,Same Day
08/16/2024,Central,Texas,Technology,Phones,Motorola Phone Stand,5498.46,-1151.93,12,0.4,Corporate,First Class
09/26/2023,Central,Wisconsin,Furniture,Bookcases,Hon Metal Bookcase,8341.93,929.53,14,0.15,Consumer,First Class
03/10/2023,Central,Michigan,Office Supplies,Paper,Universal Legal Pad,511.52,37.46,7,0,Corporate,Same Day
05/19/2021,East,Pennsylvania,Technology,Phones,OtterBox Phone Cover,8060.38,1451.74,9,0,Home Office,Second Class
06/17/2023,Central,Iowa,Office Supplies,Labels,Kroy Label Tape,133.81,22.77,9,0.8,Corporate,Second Class
05/01/2023,West,Washington,Technology,Phones,Motorola Phone Stand,6593.96,-1170.13,8,0.2,Consumer,First Class
07/28/2024,Central,Minnesota,Office Supplies,Supplies,Tape Dispenser,2359.79,261.17,13,0,Home Office,Standard Class
07/16/2024,South,Louisiana,Technology,Phones,Motorola Phone Stand,3737.77,-462.42,11,0.2,Consumer,Standard Class
11/06/2021,South,South Carolina,Furniture,Tables,Bretford Conference Table,6929.23,711.29,8,0,Consumer,Second Class
04/18/2021,Central,Missouri,Office Supplies,Binders,Wilson Jones Binder,416.63,57.26,6,0.2,Home Office,Second Class
07/23/2024,Central,Illinois,Office Supplies,Supplies,Swingline Stapler,784.12,-122.63,9,0.2,Home Office,Same Day
06/16/2023,Central,Ohio,Technology,Accessories,Kensington Keyboard,3105.92,-524.44,5,0,Consumer,Standard Class
01/08/2021,West,Oregon,Furniture,Tables,Bretford Conference Table,4855.04,-31.6,7,0.15,Corporate,Second Class
07/25/2022,South,Tennessee,Furniture,Bookcases,Sauder Heritage Bookcase,2100.86,259.97,9,0.4,Corporate,Second Class
03/20/2024,South,North Carolina,Office Supplies,Storage,Fellowes Storage Box,974.45,185.98,4,0,Corporate,Same Day
05/16/2023,West,Oregon,Furniture,Tables,Bretford Conference Table,544.08,155.69,12,0.2,Corporate,Standard Class
10/03/2024,Central,Kansas,Technology,Accessories,SanDisk USB Drive,1706.29,-170.58,6,0,Corporate,Standard Class
01/07/2024,East,New York,Furniture,Chairs,Global Deluxe Task Chair,3168.72,627.54,10,0.3,Corporate,Standard Class
01/13/2023,South,North Carolina,Furniture,Chairs,Global Deluxe Task Chair,347.06,10.32,2,0.8,Consumer,Same Day
11/22/2022,South,Mississippi,Furniture,Furnishings,Eldon Desk Lamp,2086.61,-420.73,9,0.3,Corporate,Second Class
04/06/2021,Central,Ohio,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,401.53,64.6,5,0.1,Corporate,Same Day
06/19/2024,West,Oregon,Furniture,Furnishings,Advantus Wall Clock,6584.25,591.57,10,0.2,Home Office,Same Day
06/18/2021,South,Virginia,Furniture,Furnishings,Eldon Desk Lamp,4963.51,816.85,8,0.3,Corporate,Same Day
08/01/2021,West,Montana,Technology,Phones,Apple iPhone Case,123.68,-4.94,2,0.1,Home Office,Second Class
10/30/2021,West,Montana,Furniture,Tables,Bush Somerset Table,1090.9,-243.77,4,0.4,Corporate,Standard Class
07/25/2022,South,South Carolina,Technology,Machines,Brother Fax Machine,2006.28,159.16,9,0.7,Corporate,Standard Class
08/03/2021,Central,Illinois,Technology,Machines,Epson Scanner,1259.97,-69.39,7,0.8,Corporate,Second Class
04/25/2021,South,Mississippi,Furniture,Chairs,Novimex Swivel Chair,2404.17,-171.42,3,0,Corporate,Standard Class
08/28/2023,South,Mississippi,Technology,Phones,Motorola Phone Stand,887.4,-142.61,11,0.3,Home Office,Same Day
06/28/2022,Central,Wisconsin,Office Supplies,Art,Newell Highlighters,281.52,-64.79,4,0.4,Home Office,Same Day
10/21/2022,South,Florida,Office Supplies,Storage,Iris Stackable Bin,426.58,8.81,7,0,Consumer,First Class
08/26/2022,South,Virginia,Office Supplies,Fasteners,Staples Standard Staples,1572.02,-312.81,9,0.2,Home Office,Standard Class
01/17/2022,South,Tennessee,Office Supplies,Paper,HP Premium Paper,941.97,-195.2,11,0.3,Consumer,Standard Class
12/13/2022,South,Kentucky,Office Supplies,Art,Sharpie Marker Set,89.0,2.0,10,0.8,Home Office,Standard Class
09/25/2021,South,Mississippi,Office Supplies,Binders,GBC Binding Cover,208.45,-8.57,14,0.6,Home Office,First Class
03/11/2023,East,Rhode Island,Office Supplies,Envelopes,Manila Envelopes,122.99,19.41,2,0.4,Consumer,Second Class
06/06/2023,Central,Minnesota,Technology,Machines,Epson Scanner,428.89,-51.56,1,0.4,Home Office,First Class
11/14/2023,East,Rhode Island,Furniture,Chairs,Novimex Swivel Chair,2151.09,-392.72,4,0.3,Home Office,Second Class
08/12/2024,South,Alabama,Technology,Copiers,Ricoh Office Copier,5978.25,-1415.18,9,0,Home Office,First Class
04/12/2021,South,Tennessee,Furniture,Bookcases,Sauder Heritage Bookcase,1339.18,-41.84,3,0,Home Office,Second Class
06/21/2024,South,Florida,Office Supplies,Supplies,Scissors Set,16.26,4.66,3,0.5,Corporate,Standard Class
08/26/2023,Central,Ohio,Technology,Phones,Samsung Galaxy Charger,2982.3,147.01,5,0.4,Home Office,Second Class
03/14/2024,West,Oregon,Technology,Copiers,Sharp Digital Copier,1094.61,267.01,6,0.15,Home Office,Second Class
09/26/2022,West,Nevada,Office Supplies,Paper,HP Premium Paper,35.67,8.17,1,0.7,Home Office,Standard Class
06/04/2021,Central,Nebraska,Technology,Phones,OtterBox Phone Cover,328.8,75.51,11,0.5,Consumer,Standard Class
03/18/2023,Central,Texas,Technology,Machines,HP LaserJet Printer,6503.78,2257.89,12,0,Corporate,First Class
10/06/2021,West,Oregon,Office Supplies,Envelopes,Security Envelopes,250.64,-42.53,7,0.4,Home Office,Same Day
12/15/2022,West,Oregon,Furniture,Bookcases,Bush Wood Bookcase,1206.7,260.99,4,0,Corporate,Second Class
06/24/2021,West,Idaho,Office Supplies,Envelopes,Kraft Envelope Pack,359.53,85.89,12,0.7,Consumer,Same Day
04/29/2024,East,Rhode Island,Office Supplies,Binders,Wilson Jones Binder,2287.26,-263.39,13,0.2,Home Office,Same Day
10/25/2022,South,Florida,Technology,Accessories,Belkin Surge Protector,10926.27,-69.24,14,0,Home Office,First Class
03/11/2022,South,Georgia,Technology,Phones,Apple iPhone Case,31.02,-4.87,3,0.7,Home Office,Standard Class
01/18/2023,East,Rhode Island,Office Supplies,Fasteners,Officemate Paper Clips,2719.77,849.54,14,0,Corporate,First Class
12/29/2022,East,Vermont,Office Supplies,Fasteners,Officemate Paper Clips,939.52,92.33,10,0.6,Home Office,Same Day
01/12/2022,South,Mississippi,Office Supplies,Fasteners,Staples Standard Staples,258.67,87.96,3,0.1,Home Office,First Class
07/05/2022,East,Connecticut,Furniture,Furnishings,Eldon Desk Lamp,290.05,-45.52,4,0.7,Home Office,Standard Class
10/16/2023,South,North Carolina,Office Supplies,Paper,Xerox Copy Paper,919.01,160.75,8,0.4,Corporate,Second Class
09/26/2021,West,Oregon,Furniture,Chairs,Bush Mid-Back Chair,8061.61,1824.95,11,0,Corporate,Second Class
02/22/2022,East,New York,Furniture,Tables,Lesro Reception Table,368.96,-85.32,2,0.4,Consumer,First Class
04/27/2022,West,Montana,Office Supplies,Storage,Iris Stackable Bin,48.74,-3.46,3,0.4,Consumer,First Class
10/08/2024,East,Massachusetts,Office Supplies,Fasteners,Bostitch Push Pins,2540.45,-535.37,12,0.15,Corporate,Standard Class
06/19/2022,East,Vermont,Furniture,Chairs,Bush Mid-Back Chair,227.76,-7.95,8,0.7,Corporate,Second Class
08/09/2021,West,Montana,Furniture,Tables,Chromcraft Round Table,2795.35,917.86,8,0.3,Home Office,Second Class
11/30/2022,East,Vermont,Technology,Machines,Brother Fax Machine,5425.34,-790.83,13,0.5,Home Office,First Class
03/01/2024,Central,Iowa,Furniture,Furnishings,Eldon Desk Lamp,1559.31,-310.04,11,0.7,Home Office,Second Class
09/12/2022,Central,Wisconsin,Technology,Machines,Canon imageCLASS Printer,4771.93,-223.2,6,0.1,Consumer,Second Class
11/18/2024,South,Georgia,Furniture,Furnishings,Fellowes Monitor Stand,321.74,-61.04,5,0.3,Consumer,First Class
09/19/2023,Central,Michigan,Furniture,Furnishings,Eldon Desk Lamp,2800.55,696.59,13,0.7,Corporate,Same Day
01/09/2021,East,New Jersey,Office Supplies,Labels,Kroy Label Tape,528.41,138.79,7,0.6,Consumer,Standard Class
09/19/2024,West,Washington,Office Supplies,Labels,Avery Round Labels,1202.78,24.81,11,0.3,Home Office,Same Day
02/10/2024,South,North Carolina,Furniture,Tables,Bretford Conference Table,3915.2,-825.68,7,0,Consumer,Same Day
11/13/2024,South,Kentucky,Technology,Copiers,Sharp Digital Copier,5276.83,236.61,9,0.3,Corporate,Standard Class
05/21/2022,East,New Jersey,Technology,Accessories,SanDisk USB Drive,1404.2,-76.22,2,0.4,Consumer,First Class
12/16/2024,South,Georgia,Office Supplies,Art,Crayola Colored Pencils,423.46,123.46,4,0.5,Corporate,Standard Class
11/20/2022,West,Idaho,Furniture,Furnishings,Fellowes Monitor Stand,1628.83,392.73,5,0.2,Home Office,Standard Class
09/13/2024,Central,Illinois,Office Supplies,Binders,Wilson Jones Binder,2013.64,-29.42,13,0,Corporate,Standard Class
11/05/2023,West,Montana,Office Supplies,Envelopes,Poly Mailer Bundle,312.9,-56.47,13,0.5,Consumer,Second Class
02/20/2022,South,Louisiana,Technology,Machines,Brother Fax Machine,2544.47,388.51,6,0.5,Home Office,Standard Class
11/15/2023,South,Louisiana,Office Supplies,Paper,Boise Multi-Use Paper,280.85,26.78,7,0.8,Consumer,First Class
05/13/2023,Central,Michigan,Office Supplies,Fasteners,Bostitch Push Pins,886.5,-170.06,7,0,Corporate,Standard Class
12/12/2022,South,Tennessee,Furniture,Tables,Chromcraft Round Table,411.24,-11.69,4,0.6,Consumer,Same Day
01/08/2024,Central,Kansas,Technology,Machines,Brother Fax Machine,5951.61,-1269.58,7,0.1,Home Office,Same Day
09/06/2021,West,Montana,Office Supplies,Envelopes,Security Envelopes,168.59,42.09,8,0.6,Home Office,First Class
11/22/2021,West,Washington,Office Supplies,Art,Crayola Colored Pencils,103.37,18.95,2,0.2,Consumer,Same Day
02/01/2024,South,Alabama,Furniture,Tables,Bush Somerset Table,901.07,-58.08,6,0.4,Corporate,Second Class
05/31/2022,South,Louisiana,Furniture,Chairs,Bush Mid-Back Chair,1986.41,472.97,8,0.3,Consumer,Standard Class
06/07/2021,South,Louisiana,Technology,Copiers,Sharp Digital Copier,100.79,-23.49,11,0.7,Home Office,First Class
04/13/2022,East,Connecticut,Furniture,Furnishings,Tenex Chair Mat,385.84,71.7,5,0.3,Corporate,Standard Class
10/12/2021,East,New Hampshire,Furniture,Chairs,HON Executive Leather Chair,58.53,-3.48,1,0.6,Home Office,Second Class
05/12/2021,East,New York,Furniture,Tables,Bretford Conference Table,266.31,3.92,13,0.8,Home Office,Same Day
10/22/2022,West,California,Technology,Accessories,SanDisk USB Drive,1602.32,-220.04,3,0.1,Home Office,Standard Class
12/09/2024,Central,Nebraska,Office Supplies,Envelopes,Manila Envelopes,880.69,270.33,13,0.15,Corporate,First Class
05/19/2022,West,Utah,Furniture,Chairs,HON Executive Leather Chair,1993.41,568.07,13,0.7,Home Office,Same Day
12/31/2024,Central,Illinois,Technology,Phones,Samsung Galaxy Charger,659.5,-143.88,5,0.5,Consumer,First Class
04/11/2021,East,Massachusetts,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,1466.73,-142.56,7,0.7,Home Office,First Class
09/01/2021,East,Massachusetts,Office Supplies,Paper,Boise Multi-Use Paper,292.9,82.15,8,0.7,Consumer,Second Class
08/16/2021,Central,Michigan,Technology,Phones,OtterBox Phone Cover,1776.31,442.62,9,0.8,Consumer,Second Class
